RA_SO,RA_dm,run_mm_cyr,dor_pc_pva,gwt_cm_cav,ele_mt_cav,slp_dg_cav,sgr_dk_rav,tmp_dc_cyr,tmp_dc_cdi,pre_mm_cyr,pre_mm_cdi,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,ppd_pk_cav,Temp_water,pH,DO_mgL,DOSAT,RA_ms_av,RA_ms_di
5,1.62574,58,712,624,1338,68,14,105,230,171,13,0,0,49,1,0,0,0.5920000000000001,12.857142857100001,8.19761904762,NaN,115.390380952,0.9812416698204794,1.307504977539368
5,1.659,60,711,760,1326,80,24,106,229,175,14,1,0,56,1,0,0,0.679,12.0769230769,8.22266666667,NaN,109.0,0.9907811162216513,1.2974799062846372
5,1.59922,64,706,532,1293,36,19,108,228,182,16,22,0,56,1,0,0,14.739,14.666666666700001,7.9,NaN,100.835333333,0.994015303228495,1.2978473943665465
3,0.578874,64,0,516,1417,36,52,81,233,252,19,0,3,69,7,0,0,0.09300000000000001,10.771428571400001,8.65,NaN,NaN,0.25999594540085147,1.3442877176995793
4,1.00601,77,0,362,1362,31,17,87,234,248,21,0,2,72,18,0,0,0.17300000000000001,10.776923076900001,8.2734375,NaN,129.466666667,0.27336493942166407,1.495651852467955
3,0.687318,216,185,411,1465,93,98,79,204,514,80,96,4,12,3,0,0,69.505,9.45348837209,7.93140495868,NaN,102.986842105,0.5210425981175787,1.247396211790922
3,0.602129,115,0,669,1456,65,68,75,202,284,22,0,3,75,0,0,0,0.048,7.87755102041,7.77052631579,NaN,112.923076923,0.29764625133575195,1.2477543579167092
2,0.5261319999999999,732,0,200,84,33,17,85,267,1094,33,100,2,1,0,0,0,221.44400000000002,14.95,7.16,NaN,91.7765,0.6326138900857847,0.9314896784049512
2,0.45523,810,0,28,68,11,16,92,256,1185,32,100,0,0,1,0,0,544.938,20.1,6.90714285714,NaN,78.051,0.5794292949569192,0.8457891973688274
4,0.9187790000000001,85,345,262,37,36,19,167,90,283,54,33,0,0,1,0,0,1443.388,19.4504950495,8.05353535354,NaN,105.485294118,0.40488111030282287,1.4236096252870614
3,0.710708,165,854,778,929,183,312,156,169,505,93,64,1,8,2,0,0,0.715,14.6447368421,8.08684210526,NaN,98.80534210530001,0.3350464518679581,1.4230084997034986
3,0.710708,165,854,778,929,183,312,156,169,505,93,64,1,8,2,0,0,0.715,16.4625,8.42875,NaN,103.839263158,0.3350464518679581,1.4230084997034986
1,0.1531,176,0,643,1160,182,590,139,173,638,118,83,0,3,0,0,0,41.348,22.3571428571,8.24285714286,NaN,92.7677142857,0.13201708654266592,0.6281322525310282
2,0.497903,228,0,607,904,134,193,154,171,607,118,74,0,4,0,0,0,29.189,15.875,8.3625,NaN,107.707875,0.3527719922358154,1.3505017227070388
1,0.262025,210,0,562,714,104,197,164,162,478,93,39,0,2,1,0,0,1029.055,12.2,8.3,NaN,100.3232,0.3352477069335638,1.3625972288048174
4,1.4741799999999998,188,150,97,253,23,37,182,134,265,47,0,1,1,6,0,0,1053.287,20.5,8.0,NaN,67.81,0.42506109538358666,1.612764150922645
4,1.49499,175,146,197,242,25,24,182,131,263,44,9,4,1,6,0,0,1030.506,21.0727272727,8.22151515152,NaN,95.1511935484,0.42680413256499,1.6205202634810763
1,0.24970599999999998,203,0,480,815,100,362,156,148,565,109,39,0,1,9,0,0,633.122,12.357142857100001,8.32857142857,NaN,95.3498333333,0.3764609250671641,1.464573919713165
1,0.309658,176,0,473,837,112,277,152,145,553,104,61,8,3,13,0,0,790.4010000000001,13.7142857143,8.22857142857,NaN,100.932,0.3796609033079946,1.4943386105919523
2,0.443779,163,0,28,187,6,53,181,122,284,47,1,37,8,48,0,0,560.795,23.880434782600002,8.617391304349999,NaN,167.072315789,0.3064108168873345,1.1862197102173369
1,0.12495099999999999,140,0,512,402,97,159,170,126,414,74,69,6,3,5,0,0,776.8810000000001,16.8508027523,7.827443820219999,NaN,95.8435692308,0.10568821248432898,0.4033159372965198
5,1.80777,139,430,384,176,52,32,176,109,356,72,44,7,3,1,0,0,1283.042,17.9545454545,8.29318181818,NaN,104.64119512200001,0.46753744054146124,1.6780175596947562
4,1.13626,146,62,61,18,6,13,179,94,320,72,0,0,0,0,0,0,2957.961,22.8623188406,9.154411764710002,NaN,191.930232558,0.5135065582275017,1.4729562471661348
4,1.16916,145,61,17,9,2,7,178,92,311,70,0,0,0,0,0,0,4908.835999999999,19.6987179487,8.44871794872,NaN,NaN,0.5163230522141008,1.4809154675669476
4,1.111,175,1534,610,346,99,48,164,128,432,89,100,7,2,6,0,0,0.8059999999999999,19.3823529412,8.15789473684,NaN,100.111111111,0.4364647457223811,1.4995351132693215
5,2.10826,247,460,358,256,101,7,136,89,464,88,72,43,55,72,0,0,3.157,18.0169491525,8.21016949153,NaN,106.98823529399999,0.5135694964543039,1.7901987701755382
5,2.02338,214,449,145,73,34,4,138,75,376,73,57,52,39,69,0,0,463.329,16.371794871800002,7.72727272727,NaN,108.0,0.5117277362741611,1.78506660342306
5,1.1944700000000001,189,82,389,113,69,17,143,98,505,100,61,20,42,33,0,0,53.004,15.0091743119,8.00747663551,NaN,89.1904761905,0.4284942050156699,1.5441815268384032
4,1.2519799999999999,132,0,581,1035,159,60,149,191,372,67,42,1,38,0,0,0,53.842,11.3496240602,7.59389312977,NaN,102.547945205,0.626067412876888,1.5107265073933223
4,1.4768700000000001,315,263,668,685,215,77,155,191,689,131,100,3,1,0,0,0,0.03,12.28125,7.1728,NaN,101.94736842100001,0.7242216782312965,1.548695868562533
4,1.64452,268,1146,959,350,152,273,165,194,550,105,42,3,13,1,0,0,5.1770000000000005,19.0,6.9,NaN,89.727,0.720204198537588,1.5755298716177513
4,1.7777599999999998,111,978,8,93,1,7,169,195,272,53,64,70,18,78,0,0,46.949,21.0,7.6,NaN,106.912,0.7061995521386226,1.620127251293101
4,1.53725,250,972,417,246,71,72,165,194,432,79,33,15,34,1,0,0,6.553999999999999,15.7,6.796825396830001,NaN,103.666666667,0.7558929785027007,1.525932682333584
5,2.55848,79,726,9,26,0,4,165,185,264,52,43,38,15,35,0,0,16.941,22.95,8.05,NaN,159.3285,0.7271337985195405,1.8270144066222704
4,0.686986,70,0,9,24,0,2,166,185,256,50,24,36,16,18,0,0,0.048,17.8368421053,7.83947368421,NaN,76.6308108108,0.3655175704937395,1.341125871664708
3,0.6986100000000001,415,0,1850,1589,269,250,98,177,865,144,100,1,15,0,0,0,17.489,8.3753968254,6.798765432100001,NaN,101.577421053,0.695513334200205,1.18146547683487
3,0.834256,445,0,943,1798,221,249,84,168,939,159,100,0,5,0,0,0,0.051,8.933333333330001,6.466666666669999,NaN,94.04116666670001,0.6658309238328245,1.368865883494753
4,1.6017299999999999,270,1245,262,159,33,42,161,189,449,78,14,3,32,1,0,0,2.702,12.25,7.0,NaN,97.3175,0.6329105490643504,1.6445947183890335
4,1.7238799999999999,87,1158,17,22,2,4,165,182,272,55,7,86,10,76,0,0,6.575,16.9185082873,7.492375690610001,NaN,93.89722413790001,0.6368714213375919,1.6564795699762396
2,0.488249,67,0,268,96,31,38,162,177,295,58,5,40,42,26,0,0,1.995,11.0,8.35,NaN,101.3495,0.30997700170632503,1.200556087774133
2,0.542176,89,0,13,25,0,16,164,180,277,55,1,100,0,99,0,0,12.05,17.288649789,8.06402542373,NaN,94.6870524017,0.3340990752194145,1.2673617246863405
5,2.79604,100,1228,40,24,1,3,164,177,280,55,8,91,11,90,0,0,29.053,18.5869565217,7.786956521739999,NaN,89.6747619048,0.7552910809243362,1.8927734167599224
2,0.370187,106,0,437,251,95,103,157,173,360,69,14,35,61,25,0,0,4.185,21.0,8.3,NaN,91.787,0.37848054142285775,1.376466433119195
4,1.8002,277,1802,223,109,32,24,163,187,428,78,0,1,30,3,0,0,5.129,16.3,6.8,NaN,95.696,0.6987198489486047,1.6929351805223702
4,1.88254,136,1789,78,39,7,9,164,182,322,61,37,46,31,76,0,0,485.87,26.0,7.9,NaN,110.439,0.6962601290559205,1.7256243624568763
4,1.94353,112,1682,23,21,2,5,164,177,291,56,21,51,12,73,0,0,714.22,15.9766666667,7.4633333333300005,NaN,98.8422413793,0.6896062365355046,1.716103616460749
5,1.62604,123,2409,20,22,2,10,163,176,306,59,73,48,13,75,0,0,455.559,15.3,7.38076923077,NaN,94.38184,0.7300764298762527,1.6102154444293388
6,3.3544300000000002,113,1504,7,8,3,0,162,173,277,53,91,100,0,78,0,0,62.232,17.401851851900002,7.83205533597,NaN,102.541507813,0.8061027799630709,1.9876857611713532
4,1.3674,162,1153,14,13,1,9,154,159,438,87,13,55,14,62,0,0,754.7439999999999,14.9058139535,7.28081395349,NaN,98.7336086957,0.6791891811796781,1.5463642560085349
4,1.24136,283,76,172,90,25,59,161,175,553,115,25,4,42,1,0,0,138.043,15.8458695652,7.5252173913,NaN,102.624777778,0.6229292694968386,1.5175740704390397
3,1.06939,574,81,674,1000,216,144,102,181,1351,224,100,0,1,0,0,0,0.0,10.266666666699999,8.0,NaN,101.2925,0.6669784919187473,1.4658669266083895
5,2.43897,636,1306,171,209,58,0,166,200,1244,230,100,1,5,0,0,0,84.87899999999999,10.7619047619,7.36170212766,NaN,95.45,0.7963825335762976,1.7898850828593693
5,1.59441,452,0,168,140,15,18,169,202,778,142,100,20,28,31,0,0,68.063,15.4,8.5,NaN,100.866,0.6436863898758395,1.6339370710151202
6,3.00946,415,740,187,135,37,8,170,200,681,122,22,6,83,4,0,0,1.3090000000000002,11.503448275899999,7.76896551724,NaN,99.58767857139999,0.8486759855061203,1.9245746131080614
3,0.9228719999999999,350,0,366,262,65,89,160,186,775,143,53,10,43,13,0,0,3.943,15.15,7.985,NaN,97.65799999999999,0.6175443136240134,1.4513520507180746
2,0.582392,400,0,380,377,82,143,150,178,936,181,89,5,5,9,0,0,411.621,18.56,7.98,NaN,107.22,0.6187569987015514,1.6721911877773563
2,0.582392,400,0,380,377,82,143,150,178,936,181,89,5,5,9,0,0,411.621,19.94,7.97,NaN,110.541,0.6187569987015514,1.6721911877773563
4,1.45931,304,390,71,101,10,26,163,185,530,105,27,38,41,30,0,0,32.801,18.8,8.03,NaN,102.993,0.5324807850970515,1.562247600851101
6,3.3722300000000005,265,567,17,17,1,3,160,180,429,87,31,82,6,62,0,0,149.95,14.5436363636,7.858545454550001,NaN,98.4837307692,0.8440214656623474,2.0214196863929055
4,1.67861,225,0,10,8,0,5,163,180,469,97,19,100,0,80,0,0,23.391,17.08125,8.053125,NaN,82.94296774189999,0.5472009113620702,1.683688301186276
6,3.60051,226,485,11,7,0,0,163,178,472,98,31,94,4,72,0,0,0.693,18.0,7.7915254237300005,NaN,83.5234237288,0.8380148739563037,2.0676140037498456
4,2.06213,370,701,20,30,3,16,165,189,600,125,52,37,34,49,0,0,14.276,12.4,7.2,NaN,103.62200000000001,0.7038646733151792,1.7517357667129536
4,2.08312,316,699,12,20,1,9,167,186,554,112,86,40,21,48,0,0,567.008,12.196296296300002,7.492592592589999,NaN,105.606333333,0.7028933481710163,1.7502153857199267
5,3.07155,243,1083,10,10,1,4,165,182,484,96,43,77,5,79,0,0,12.918,15.1642857143,7.639285714289999,NaN,100.763178571,0.8111804199493642,1.9611223527973571
6,4.35354,219,710,22,7,2,5,163,175,473,98,22,87,5,70,0,0,9.092,15.3464285714,7.8275,NaN,96.89542857139999,0.8841200607323804,2.1705853382456177
5,2.2135599999999998,219,651,22,13,2,10,160,169,448,98,0,3,0,0,0,0,1577.681,13.739285714300001,7.410714285710001,NaN,99.4754814815,0.7499669648895072,1.7729205369565721
2,0.344648,228,0,42,30,4,14,162,174,489,109,0,1,1,2,0,0,1916.229,15.829056603800002,7.4329245283,NaN,81.9597623762,0.43046844775257337,1.3355419815715914
6,4.67211,199,677,14,3,1,3,158,166,439,94,44,31,9,48,0,0,749.6419999999999,15.574051282100001,7.5824742268,NaN,96.59487628870001,0.8943326536281746,2.2144782822392255
4,1.74142,395,302,492,360,129,60,148,175,662,139,100,13,13,5,0,0,1.681,15.0945945946,8.37567567568,NaN,104.89825,0.5747579631453852,1.6991833844001334
4,1.0010299999999999,440,132,83,31,17,9,150,132,692,153,100,50,17,42,0,0,226.52700000000002,15.1993865031,7.802531645569999,NaN,94.7831325301,0.4916807784318469,1.4163373921457947
5,2.17253,709,268,648,136,130,12,136,108,1133,244,100,7,4,4,0,0,90.708,16.9760869565,7.821333333330001,NaN,95.22627737229999,0.6896430331620079,1.7459769845181379
1,0.224149,1082,0,485,874,178,569,99,125,1571,278,100,0,2,0,0,0,0.662,10.7634146341,7.70231958763,NaN,96.9343065693,0.41428571428571426,1.075
5,3.1840900000000003,1190,11,437,134,107,7,118,83,1483,270,77,4,52,0,0,0,359.67699999999996,14.1639072848,8.02957746479,NaN,97.880733945,0.7950752981077867,1.9939081997895887
7,3.76756,1426,193,562,78,121,17,116,83,1927,321,100,0,0,2,0,0,17.386,13.5698324022,7.98342857143,NaN,98.8267326733,1.1621194171190339,1.893013405004823
5,1.92992,1597,0,499,156,107,8,115,87,2083,345,100,0,0,0,0,0,28.035999999999998,12.1121495327,7.8820754716999994,NaN,102.50793650799999,0.8457709876562642,1.6814890136239669
4,1.1179299999999999,1687,0,174,34,44,9,98,119,2226,311,20,18,5,4,0,0,20.072,11.378640776700001,7.179611650489999,NaN,95.6,0.7038700176239105,1.3971174042152534
5,2.22036,1511,20,140,41,42,9,105,135,1663,235,32,15,2,2,0,0,14.524000000000001,11.612244898,7.27076923077,NaN,94.35714285709999,0.856710824283554,1.6806905084034525
3,0.878114,2102,0,773,513,234,96,77,135,2771,415,100,0,0,0,0,0,0.0,6.11042944785,7.285802469139999,NaN,99.7857142857,0.7837374347469692,1.3407071055696969
2,0.37851599999999996,2316,0,56,33,27,40,97,112,3031,390,100,0,0,0,0,0,0.0,10.011764705900001,7.32235294118,NaN,98.57142857139999,0.5487886494445188,1.010574220318565
4,1.43369,1449,0,494,307,172,38,83,136,1573,241,100,0,0,0,0,0,10.95,7.676991150439999,7.45625,NaN,99.1153846154,0.8387691010176113,1.4574367738284155
3,0.715835,1639,0,750,698,279,137,72,136,2337,344,100,0,1,0,0,0,0.111,6.83552631579,7.667105263160001,NaN,103.16485526299999,0.687823020818239,1.2622164259608109
4,1.33467,1544,535,393,93,48,13,104,142,1750,264,100,9,4,2,0,0,10.077,8.286486486489999,7.462162162160001,NaN,96.6692,0.7679662784596258,1.5193417680729648
2,0.42117,918,0,303,117,64,144,103,142,1294,201,100,0,0,0,0,0,88.061,12.175,7.445,NaN,99.85525,0.6443675509419453,1.065743944636678
2,0.23147199999999998,803,0,282,72,43,68,103,138,1027,147,89,0,23,1,0,0,490.834,8.62,7.64,NaN,95.2222,0.5676030957003195,0.8409579608075286
2,0.21215100000000003,912,0,389,96,47,149,105,142,1263,195,100,57,0,0,0,0,98.616,9.14,7.406000000000001,NaN,93.8896,0.4393673110720562,0.689373499344043
1,0.198623,905,0,372,93,43,71,104,142,1155,167,100,0,0,1,0,0,135.29,10.625,7.2075,NaN,89.7445,0.5899471423197988,0.9324332350088096
2,0.383886,960,0,176,49,39,91,106,141,1269,190,100,0,0,0,0,0,174.703,9.72,7.266,NaN,97.4356,0.6186810037259224,1.026852336855005
2,0.251996,995,0,225,99,35,117,105,141,1344,207,100,0,0,0,0,0,15.378,10.6,7.5075,NaN,93.93375,0.7138032131590493,1.2082425120301956
2,0.479707,981,0,60,104,17,46,102,141,1032,141,18,6,0,0,0,0,571.149,16.55,7.69,NaN,105.6985,0.6950520414091427,1.049927554998705
2,0.257315,956,0,162,88,31,25,103,141,1061,148,24,0,0,0,0,0,1721.425,13.5,7.8,NaN,79.071,0.6215843223847639,0.9792989235440241
5,2.09643,964,16,3,5,1,5,105,142,1003,130,5,30,3,9,0,0,800.954,9.86390532544,7.2550295858,NaN,96.2307692308,1.021085322000654,1.5604046347753442
2,0.309772,992,0,99,96,24,151,102,141,1037,128,8,16,2,3,0,0,917.449,9.825,7.485,NaN,93.0405,0.715521217712177,1.01130073800738
1,0.188302,1039,0,944,1185,234,583,45,171,1999,295,100,0,1,0,0,0,0.009000000000000001,7.075,7.575,NaN,104.30754166700001,0.5221649391509405,0.8530298199493477
1,0.160897,1140,0,585,1085,191,974,50,170,2041,299,100,0,0,0,0,0,0.092,12.2,7.7,NaN,95.289,0.36366754923895783,0.5742690553653991
1,0.175214,1211,0,159,178,34,276,100,138,1344,148,6,7,3,4,0,0,84.95,9.73055555556,7.95277777778,NaN,100.51416666700001,0.5545221136911793,0.7780284758422159
3,0.8002520000000001,1040,56,251,91,57,45,104,139,1109,136,67,13,3,2,0,0,742.242,10.243902439,7.834634146339999,NaN,100.366756098,0.8280112804907596,1.1650692432186225
4,1.45902,908,125,240,45,35,6,109,139,979,134,12,0,0,0,0,0,1148.072,10.7586206897,7.43879310345,NaN,89.6013217391,0.9233158856137542,1.471829395379062
2,0.49508900000000006,1464,0,162,356,66,228,91,138,2181,243,100,1,0,0,0,0,0.275,10.3,7.55,NaN,99.443,0.7041626448306197,1.0079819346841952
1,0.21430300000000002,1033,0,322,198,66,252,101,136,1285,152,57,0,0,0,0,0,1030.703,11.3,8.18,NaN,97.853,0.7599422943668852,1.0552860858996058
2,0.19935899999999998,939,0,254,71,43,106,107,137,1018,125,0,0,0,0,0,0,2382.65,16.7,7.7,NaN,87.67200000000001,0.5603153323423491,0.763292903928406
2,0.19935899999999998,939,0,254,71,43,106,107,137,1018,125,0,0,0,0,0,0,2382.65,11.3,7.5520000000000005,NaN,93.9604,0.5603153323423491,0.763292903928406
3,0.6777850000000001,1177,0,202,45,41,19,106,138,1207,147,78,0,0,0,0,0,871.543,11.575,7.6725,NaN,104.7005,0.7852727147011801,1.1002284557996587
1,0.212567,913,0,177,131,23,86,101,132,1004,111,63,1,2,0,0,0,1801.8370000000002,12.425,7.2525,NaN,74.05425,0.8391285988814491,1.1202743810484044
1,0.212567,913,0,177,131,23,86,101,132,1004,111,63,1,2,0,0,0,1801.8370000000002,14.8,7.81,NaN,97.17299999999999,0.8391285988814491,1.1202743810484044
2,0.397445,897,0,244,75,37,114,106,135,973,115,59,0,0,0,0,0,1309.315,15.8,7.9,NaN,87.801,0.7429127650674132,1.0059690446310778
2,0.29538600000000004,884,0,333,53,44,57,109,138,967,124,51,0,0,0,0,0,2091.96,11.8101351351,7.8322972973,NaN,95.9761020408,0.6554395208078527,0.8977012575657792
3,0.44596499999999994,1327,0,356,129,54,37,101,138,1415,160,72,5,5,4,0,0,128.391,12.325,7.3525,NaN,98.28675,0.7371012757859381,0.9859442109486506
5,2.51911,1155,41,508,105,70,12,102,137,1227,137,95,6,4,3,0,0,80.744,9.88372093023,7.072093023260001,NaN,97.2142857143,1.22432178901061,1.566457129302165
2,0.402012,1142,0,88,75,30,58,101,136,1231,132,56,4,3,0,0,0,363.598,13.84,7.266,NaN,94.4096,0.746822810494303,0.9416872803636207
3,0.8432120000000001,1180,0,249,99,56,27,100,136,1288,138,59,4,3,0,0,0,115.225,11.54,7.26,NaN,99.09299999999999,0.8975043081956314,1.1200433881225016
2,0.354124,1213,0,742,1091,286,328,46,188,1356,182,82,1,1,0,2,0,0.042,9.2,7.0,NaN,102.14200000000001,0.5725291475091214,1.0044371008931956
6,3.05954,842,236,43,14,13,14,102,128,964,94,66,69,6,9,0,0,624.994,8.8698630137,7.283687943260001,NaN,98.7931034483,1.1016462583215252,1.5969440953934175
4,1.44884,1061,0,202,224,63,21,89,142,1324,136,80,19,1,5,0,0,29.86,7.3571428571399995,7.605714285710001,NaN,96.6682647059,1.144698116220882,1.2158436699089672
2,0.527521,1091,0,24,21,9,32,97,141,1109,114,0,47,3,22,0,0,70.755,15.5,7.6,NaN,91.294,0.8877694470477976,0.8779287722586689
4,1.5834,922,0,72,17,10,11,98,135,948,98,0,44,5,13,0,0,450.464,8.746341463410001,7.5560975609800005,NaN,96.16295,1.1690567660152835,1.2090169618462479
6,3.8330599999999997,436,523,193,565,31,2,75,228,608,50,48,14,1,2,0,0,0.3,9.94196428571,7.67747747748,NaN,102.045454545,0.8403634608539764,2.0289013247760512
6,3.807,449,516,136,561,24,2,74,228,596,46,56,19,1,3,0,0,1.6580000000000001,10.0862068966,7.944827586210001,NaN,103.928571429,0.849178731029765,2.026439358451003
5,1.44622,243,82,597,1317,172,27,51,231,424,24,65,1,2,1,0,0,20.703000000000003,8.31107142857,8.09607142857,NaN,103.76540740700001,0.9756133478632227,1.339204194032928
4,1.72528,264,69,273,984,30,8,69,239,340,26,98,7,6,4,0,0,361.661,10.1335714286,7.78285714286,NaN,105.909444444,0.7018316686056051,1.5378418210549503
5,2.34898,283,55,424,1023,71,13,67,237,357,27,62,23,7,12,0,0,74.075,8.32272727273,8.02818181818,NaN,102.545454545,0.9362702767334031,1.6223512375283975
4,1.10687,388,0,1176,1085,215,57,60,223,627,56,100,12,0,1,0,0,0.27899999999999997,13.55,7.74,NaN,100.79799999999999,0.5112348234527743,1.4015779752032465
5,2.59916,374,39,530,1019,118,12,63,224,589,49,66,4,0,1,0,0,24.825,8.9856,8.0476,NaN,106.75431999999999,0.9053419135458277,1.7213045823087962
4,1.33585,435,0,192,1273,38,57,35,234,648,31,100,0,0,0,0,0,0.0,4.71153846154,8.14409448819,NaN,100.890625,0.5158930339333743,1.547463292122677
4,1.84297,550,0,196,1010,50,13,55,232,697,35,61,1,0,0,0,0,13.427,17.6,8.5,NaN,NaN,0.7313870719507504,1.4365861869949983
5,3.01873,529,553,69,926,14,34,58,237,570,34,90,15,0,6,0,0,350.834,6.5125,8.00125,NaN,98.64556962030001,0.7457512665768662,1.7552156804514072
5,3.5482699999999996,332,511,563,1057,162,5,65,227,453,27,80,2,8,1,0,0,0.318,10.2518181818,8.20454545455,NaN,98.3952727273,0.8374665381493053,1.8067118266536362
3,0.7817350000000001,524,0,370,717,88,84,71,215,805,83,91,1,12,0,0,0,92.50399999999999,7.42777777778,7.07722222222,NaN,106.310111111,0.5095779138620375,1.2053578959798907
6,4.45871,530,323,601,761,133,320,68,233,724,58,100,0,0,0,0,0,0.433,9.85238095238,7.9288461538499995,NaN,99.1111111111,1.021715375921425,1.9455434032466168
7,7.37132,381,665,488,569,108,6,77,242,579,40,74,1,2,0,0,0,21.144000000000002,9.17816091954,7.844720496889999,NaN,105.39130434799999,0.9689639246331276,2.4677607381611377
4,1.21509,615,0,772,906,213,69,67,212,920,98,100,0,0,0,0,0,0.589,11.4,7.67,NaN,97.385,0.53115279829556,1.377396868759604
3,0.805404,637,0,1202,977,213,74,67,213,930,100,100,0,0,0,0,0,0.207,15.3,6.89,NaN,NaN,0.4793099780157436,1.2668427771080069
4,1.70317,532,0,643,783,130,17,76,212,837,85,100,0,4,0,0,0,4.246,7.16896551724,7.237931034480001,NaN,96.80485185190001,0.5848598416214643,1.538400601481234
2,0.299199,669,0,763,1371,181,175,47,217,986,111,100,0,24,0,0,0,1.575,11.3,7.29,NaN,95.65100000000001,0.40738006112847286,1.1100999347505067
1,0.314927,670,0,951,1524,217,410,38,218,985,108,96,0,16,0,0,0,6.61,8.01,7.05,NaN,100.29799999999999,0.5161689590069465,1.3763010731471057
1,0.314927,670,0,951,1524,217,410,38,218,985,108,96,0,16,0,0,0,6.61,18.9,7.78,NaN,103.21799999999999,0.5161689590069465,1.3763010731471057
3,0.780593,648,0,747,1060,198,76,64,213,979,110,100,0,1,0,0,0,71.392,12.6,7.69,NaN,97.634,0.47018187527372196,1.293867803697001
3,0.42743100000000006,554,0,558,1012,186,125,65,211,926,100,100,0,24,0,0,0,1.624,17.1,7.01,NaN,NaN,0.41843975828741553,1.0419564278147029
3,0.66235,542,0,722,839,146,86,74,213,860,89,100,0,41,0,0,0,73.17399999999999,12.8,6.63,NaN,NaN,0.4786475756663581,1.1856147305885762
4,1.23262,540,0,450,742,147,25,80,214,813,81,78,0,61,0,0,0,47.27,7.958823529410001,7.193823529410001,NaN,100.23834375,0.5208659041164622,1.3861882912427919
5,1.85664,515,0,653,828,128,15,74,212,839,86,91,0,2,0,0,0,18.959,8.627906976739999,7.220930232560001,NaN,97.25581395350001,0.6019063491774465,1.5988462078132681
3,0.811099,537,0,371,1315,202,40,46,218,766,75,100,0,0,0,0,0,0.0,6.06944444444,7.474444444439999,NaN,98.2770588235,0.48886374057344667,1.2653288196443033
4,1.9601099999999998,600,0,557,850,121,29,73,214,904,99,91,0,10,0,0,0,1.591,12.3,7.55,NaN,101.514,0.5082755804316754,1.6910389917164121
