RA_SO,RA_dm,run_mm_cyr,dor_pc_pva,gwt_cm_cav,ele_mt_cav,slp_dg_cav,sgr_dk_rav,tmp_dc_cyr,tmp_dc_cdi,pre_mm_cyr,pre_mm_cdi,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,ppd_pk_cav,Temp_water,pH,DO_mgL,DOSAT,RA_ms_av,RA_ms_di
4,1.1783700000000001,499,0,430,193,68,19,137,151,756,81,76,0,1,0,0,0,51.068999999999996,13.7166666667,8.06722222222,9.61277777778,92.2722222222,0.766590710012874,1.4487978378850177
4,1.30011,506,0,383,165,71,20,138,151,762,82,100,0,0,0,0,0,116.676,20.725,8.25,9.8,111.0,0.7628000721978221,1.45099572829553
2,0.43822700000000003,455,0,231,319,44,40,130,156,724,70,64,6,9,1,0,0,106.215,16.525,8.025,9.4,98.0,0.6941836185273222,1.3531721538602963
2,0.638488,496,0,433,261,89,44,134,152,749,78,100,5,6,0,0,0,66.357,17.225,7.775,6.875,72.75,0.6465821930991489,1.2413833043484184
5,1.95868,528,185,52,205,10,14,114,185,836,25,8,63,17,19,0,0,94.572,16.675,8.275,9.225,98.25,1.2064202695354898,1.362239615342148
4,1.05666,979,0,246,526,57,11,93,179,1055,26,21,6,34,0,0,0,20.923000000000002,15.775,8.46666666667,13.1,139.25,1.0061122414010004,1.1882648435500451
3,0.55388,736,162,83,343,36,7,96,179,960,28,25,18,36,0,0,0,434.267,12.1853333333,7.71766666667,9.839666666669999,95.1666666667,0.7158456685270566,0.9613268398390546
2,0.297781,515,0,49,36,13,37,138,166,754,82,0,25,11,15,0,0,605.773,16.3533333333,7.854761904760001,9.7555,103.7,0.7287427857123859,1.1190457193010452
1,0.134213,334,0,285,445,59,154,92,172,857,28,12,43,12,1,0,0,6.412999999999999,10.679166666699999,8.03,10.8841666667,101.925,0.31362358449355393,0.3875491436956059
2,0.610568,623,0,48,205,8,15,108,180,853,23,17,58,14,4,0,0,58.931999999999995,12.6125,8.15375,12.08875,117.65,0.9033278509808369,1.0391263524711545
3,0.757405,1081,0,217,654,142,116,88,181,1094,26,73,8,12,0,0,0,113.75200000000001,7.925,8.6625,10.6125,91.825,0.9317409766454353,0.9786624203821656
1,0.148276,643,0,61,331,17,68,94,175,989,23,31,3,42,0,0,0,35.359,12.525,6.75,9.3,90.25,0.34739548887260013,0.41544202793011975
1,0.144283,630,0,147,342,24,65,93,174,991,23,62,3,38,0,0,0,50.917,13.2,7.0,9.45,95.5,0.32522248174319257,0.39125250076378015
2,0.279532,612,0,39,284,14,35,95,174,977,23,76,25,26,0,0,0,131.011,12.9,7.25,9.425,92.0,0.7261251448759303,0.8625421469458167
2,0.342935,616,0,117,294,21,29,95,174,987,23,62,27,25,0,0,0,42.645,8.975,7.425,8.85,81.25,0.7324975958831121,0.8789104802169335
3,0.768468,561,0,175,262,25,13,96,174,952,22,32,12,35,0,0,0,26.434,9.7,7.475,8.525,79.75,0.8699342244854656,1.0770981617576143
1,0.131422,602,0,286,323,46,32,93,174,1009,24,19,24,29,0,0,0,30.763,11.45,7.475,9.45,90.0,0.33496629401666456,0.3968622396501787
3,0.433213,590,0,125,283,25,19,95,174,983,24,7,24,38,0,0,0,52.762,13.7,7.55,9.95,97.25,0.7941454978528363,0.9387043810625209
3,0.433213,590,0,125,283,25,19,95,174,983,24,7,24,38,0,0,0,52.762,11.005,7.585833333330001,10.9283333333,100.34166666700001,0.7941454978528363,0.9387043810625209
3,0.811295,552,0,83,241,18,14,98,173,938,22,33,13,35,1,0,0,41.261,11.26,7.5675,11.093333333299999,102.03333333299999,0.8729453368384615,1.0746461348476486
4,0.9792549999999999,540,0,179,257,21,7,97,173,941,21,18,11,34,1,0,0,27.163,13.575,7.575,10.05,99.25,0.9296777469795392,1.1548105203021521
2,0.309273,660,0,394,533,94,80,83,174,1055,28,100,1,2,0,0,0,12.450999999999999,11.125,6.9,10.425,98.5,0.6742080171514007,0.9201952100200287
2,0.46910100000000005,649,0,306,424,65,23,89,175,1012,24,94,0,5,0,0,0,33.358000000000004,10.85,6.8,10.3,96.5,0.7395948122404002,1.0511146901754684
2,0.531077,611,0,180,359,36,58,91,174,998,23,76,6,15,0,0,0,150.1,12.875,7.15,10.45,101.75,0.7684269413863352,1.037939321011762
2,0.598032,589,0,73,282,12,41,95,174,977,24,44,30,30,0,0,0,199.18900000000002,11.8817142857,7.11285714286,10.6188571429,100.362857143,0.7784496474991084,1.0305500772749703
1,0.212522,686,0,265,580,65,206,82,174,1074,29,98,3,13,0,0,0,11.318,10.2714285714,7.20642857143,10.0507142857,93.13571428569999,0.8182168321575184,1.1160064254915407
1,0.212522,686,0,265,580,65,206,82,174,1074,29,98,3,13,0,0,0,11.318,10.925,7.175,10.525,99.25,0.8182168321575184,1.1160064254915407
1,0.212522,686,0,265,580,65,206,82,174,1074,29,98,3,13,0,0,0,11.318,10.675,7.075,10.475,98.0,0.8182168321575184,1.1160064254915407
1,0.181566,637,0,366,542,69,160,83,173,1070,28,85,0,0,0,0,0,24.858,11.275,7.1,10.35,99.5,0.6312229945519443,0.7901022516840664
1,0.181566,637,0,366,542,69,160,83,173,1070,28,85,0,0,0,0,0,24.858,12.075,6.975,10.525,102.25,0.6312229945519443,0.7901022516840664
1,0.181566,637,0,366,542,69,160,83,173,1070,28,85,0,0,0,0,0,24.858,12.35,7.185,10.45,101.0,0.6312229945519443,0.7901022516840664
2,0.42665699999999995,581,0,104,321,27,53,93,173,965,23,43,3,23,1,0,0,73.714,9.175,7.25,9.4,86.5,0.8156477427032636,1.0045313763483517
2,0.333021,611,0,356,470,77,70,86,173,1024,26,47,0,11,0,0,0,59.691,10.8,6.7,10.4,98.25,0.731266704061768,0.9391394727290725
1,0.228584,589,0,275,490,57,141,85,172,1030,26,71,0,15,0,0,0,60.906000000000006,10.25,6.775,10.625,100.75,1.0671807961766144,1.2780825141657166
1,0.228584,589,0,275,490,57,141,85,172,1030,26,71,0,15,0,0,0,60.906000000000006,10.0526666667,7.0126666666699995,10.789000000000001,98.76,1.0671807961766144,1.2780825141657166
1,0.228584,589,0,275,490,57,141,85,172,1030,26,71,0,15,0,0,0,60.906000000000006,8.725,7.475,10.625,96.75,1.0671807961766144,1.2780825141657166
1,0.12449500000000001,561,0,140,532,34,173,82,171,1039,28,62,3,12,0,0,0,52.698,10.6,6.8,10.525,100.25,0.25919984307901395,0.3117403518112465
2,0.519734,559,0,76,285,21,47,95,173,942,22,100,3,18,0,0,0,62.744,8.975,7.2,9.575,87.5,0.7909713766089878,0.9602972609970367
1,0.155369,520,0,134,294,31,46,95,172,932,23,32,1,16,0,0,0,12.235999999999999,12.6,7.8,9.525,93.0,0.47461544357382485,0.576318752911073
2,0.26114,537,0,119,262,30,12,96,173,929,22,30,6,26,0,0,0,34.705999999999996,12.7,7.6,9.05,88.0,0.6620604886769964,0.8045292014302741
1,0.129074,528,0,124,267,26,38,96,173,928,22,10,6,30,0,0,0,16.132,13.225,7.575,9.625,96.0,0.270545487338847,0.32690913053444004
2,0.20529499999999998,535,0,135,254,29,17,97,173,929,21,6,6,31,0,0,0,20.836,12.275,7.65,8.5,82.25,0.6067796610169491,0.7322033898305086
2,0.282012,407,0,448,241,130,104,121,180,849,59,71,8,12,4,0,0,76.791,11.9833333333,8.10833333333,10.258333333300001,94.7666666667,0.7275042058836902,0.9166552994134497
3,0.42828999999999995,543,0,113,251,39,5,97,174,933,21,0,6,31,0,0,0,21.203000000000003,10.676875,7.7325,10.033125,93.6,0.7241101229811161,0.8814766694294482
2,0.36201,585,0,293,281,56,11,97,174,984,24,15,16,58,0,0,0,38.992,10.869375,7.865625,9.125,84.19375,0.7914997841820499,0.9209905542004195
2,0.36201,585,0,293,281,56,11,97,174,984,24,15,16,58,0,0,0,38.992,10.425,7.5,7.55,69.0,0.7914997841820499,0.9209905542004195
2,0.313725,604,0,243,323,54,29,95,174,1009,24,11,10,58,0,0,0,18.836,10.5225,7.975625,9.689375,89.25625,0.8292182987049288,0.9546402539973768
1,0.142558,559,0,220,302,39,86,96,174,984,23,30,19,45,1,0,0,33.613,10.0785714286,7.96214285714,9.57214285714,87.4642857143,0.5176843284591165,0.602677277907628
3,0.521887,582,0,170,243,51,20,101,175,954,23,6,37,38,0,0,0,796.2489999999999,11.684166666700001,7.8091666666699995,9.244166666669999,85.425,0.7923173733253152,0.9259201854940203
1,0.15052100000000002,403,0,231,349,38,64,96,173,861,31,8,4,23,0,0,0,69.024,11.128333333299999,7.881666666669999,8.55083333333,78.0,0.5867580058774416,0.7560467302622496
3,0.392482,423,0,334,304,46,9,99,175,855,30,13,36,15,0,0,0,8.079,9.625,7.675,9.175,84.75,0.7527037447304866,0.9703341566234407
2,0.27676999999999996,416,0,225,297,34,22,99,174,843,30,22,31,15,0,0,0,8.107000000000001,10.2315151515,7.92090909091,9.981212121210001,91.13636363639999,0.6538595538846712,0.8515568663355506
4,1.11057,658,0,117,275,30,12,99,176,984,27,74,8,36,0,0,0,22.976999999999997,12.5,7.743214285710001,10.381428571399999,100.914285714,0.88354052624563,1.206950673609887
4,1.2603799999999998,642,0,90,247,28,22,102,177,983,28,23,37,48,0,0,0,42.385,13.44975,7.92475,9.9495,97.375,0.9480325419226299,1.2351020434738729
4,1.34273,593,0,114,233,26,8,105,176,951,31,24,39,48,0,0,0,62.97,15.875,7.65,9.7,98.0,0.9922902228069568,1.2533391688171671
3,0.699021,674,0,116,284,28,44,98,176,979,25,0,14,50,0,0,0,46.708999999999996,9.925,7.975,8.45,78.0,0.7793824536310482,1.0466371335677442
2,0.29076399999999997,656,0,129,271,43,32,100,175,981,27,82,18,55,0,0,0,65.92,12.9,7.675,8.275,77.5,0.6589263413011942,0.7587948649046565
2,0.278955,660,0,312,324,61,80,98,176,1018,27,43,32,58,0,0,0,18.472,12.325,7.85,9.125,87.0,0.7687814734715142,0.8784946406301798
3,0.613785,636,0,102,257,32,44,101,175,986,27,7,54,46,0,0,0,49.043,11.257586206900001,8.06137931034,10.4644827586,99.7551724138,0.8407653241223142,0.9576807265984592
2,0.33062600000000003,657,0,243,308,55,69,99,176,1017,29,38,22,51,0,0,0,36.666,11.864,7.707999999999999,9.992,94.63,0.7468801703575734,0.8408273615975196
1,0.201148,626,0,125,252,37,26,104,176,977,33,25,43,49,0,0,0,171.055,12.8,7.775,8.0,74.75,0.7541943644172895,0.8091877034893834
2,0.40736300000000003,596,0,69,214,18,11,106,177,933,30,0,52,47,1,0,0,53.273999999999994,12.5892857143,7.81964285714,8.43642857143,80.2428571429,0.8046388065801573,0.851129048738122
4,1.37069,581,0,110,217,20,0,106,177,922,30,0,53,33,1,0,0,42.864,13.0025,7.995,10.0608333333,99.3833333333,1.0102885722027088,1.2570751023512827
4,1.2655299999999998,574,0,224,238,32,7,105,177,922,28,2,76,17,1,0,0,40.396,15.775,8.1,9.05,91.75,1.0103060434010922,1.2535669108345835
2,0.290717,499,0,113,214,19,14,106,177,864,27,38,55,43,0,0,0,15.512,10.1825,8.23,9.9225,89.0,0.7605813705947243,0.8670240560469121
1,0.152861,663,0,301,354,57,169,96,176,1039,28,41,5,39,0,0,0,29.433000000000003,12.95,7.7,8.325,79.25,0.6320134351721992,0.7183451672962367
1,0.168454,620,0,151,283,34,66,100,175,1002,30,9,30,42,0,0,0,50.413000000000004,11.7214285714,8.025,8.60928571429,82.3142857143,0.6711693591073659,0.7516249920602993
4,1.2358799999999999,625,0,199,269,44,7,103,175,992,32,43,36,38,0,0,0,197.68099999999998,12.834166666700002,7.9516666666699996,10.3341666667,101.23333333299999,0.9760792647870645,1.2502109475334156
1,0.165796,626,0,158,272,42,102,103,175,994,32,68,39,48,0,0,0,257.993,12.9,7.5,7.55,71.75,0.7517420175599225,0.8134234138725316
4,1.61531,729,10,172,342,28,17,97,180,943,32,29,14,30,0,0,0,947.439,13.933333333299998,8.01666666667,9.25,92.5,1.0278648743102694,1.2680544138663148
4,1.61531,729,10,172,342,28,17,97,180,943,32,29,14,30,0,0,0,947.439,11.7338983051,8.2,11.3396551724,106.965517241,1.0278648743102694,1.2680544138663148
2,0.211121,997,0,215,1080,77,109,61,174,1383,46,68,5,26,0,0,0,61.023999999999994,7.166666666669999,8.1,11.166666666700001,101.666666667,0.7887514822971372,0.8016262917160765
2,0.315616,1006,0,221,906,58,40,71,176,1274,36,98,3,14,0,0,0,47.225,11.35,7.9,9.6,98.0,0.7493467651025953,0.7943075710087509
3,0.732698,1011,0,76,860,39,0,73,176,1242,34,100,3,14,0,0,0,49.282,11.5,7.8,9.35,95.5,0.8779351825183985,0.9877611308038252
3,0.715387,1011,0,297,934,62,156,69,176,1288,38,100,3,14,0,0,0,41.349,9.4,8.32,11.84,116.4,0.8933683081951516,1.0112523290551583
1,0.17263199999999998,1003,0,360,971,82,41,67,174,1328,41,100,2,6,0,0,0,23.23,10.7,7.7,10.4666666667,101.333333333,0.8084200295018793,0.8489189134460968
2,0.367747,986,0,143,865,36,14,73,175,1265,36,53,1,7,0,0,0,26.336,18.157142857100002,8.42857142857,13.485714285699999,158.285714286,0.8212156438860903,0.8963351212448757
2,0.473092,957,0,161,882,34,6,71,176,1276,37,53,13,8,0,0,0,34.145,8.6,7.95,8.65,79.25,0.8307620622446487,0.9345599669665062
1,0.188252,794,0,333,986,109,193,64,173,1317,40,85,4,14,0,0,0,50.291000000000004,9.17857142857,8.2,9.252307692310001,88.93846153850001,0.8320205897361941,0.8147638663935175
5,1.00115,718,0,195,363,29,21,96,180,939,32,65,35,27,0,0,0,327.2,16.4833333333,7.93333333333,9.183333333330001,93.96666666670001,0.8539307543446188,1.2145293249794025
5,1.1793,729,0,118,337,24,11,97,181,937,31,1,28,24,0,0,0,1325.611,15.933333333299998,7.833333333330001,7.9,83.0166666667,0.8578974271596524,1.3042085534162549
5,1.33804,733,14,167,347,39,16,97,180,953,30,25,16,23,0,0,0,1203.624,16.15,7.833333333330001,8.26666666667,85.2666666667,0.8517321410773022,1.327932109752104
5,1.33804,733,14,167,347,39,16,97,180,953,30,25,16,23,0,0,0,1203.624,16.1,7.85,8.9,93.2,0.8517321410773022,1.327932109752104
5,1.33804,733,14,167,347,39,16,97,180,953,30,25,16,23,0,0,0,1203.624,15.38,7.9,9.0,92.6,0.8517321410773022,1.327932109752104
1,0.15909600000000002,694,0,172,488,45,163,89,178,983,35,23,42,29,0,0,0,169.72400000000002,13.7,8.1,8.25,82.5,0.6207607140386584,0.6917568074331087
1,0.15909600000000002,694,0,172,488,45,163,89,178,983,35,23,42,29,0,0,0,169.72400000000002,13.8,7.9,8.9,89.0,0.6207607140386584,0.6917568074331087
3,0.665042,686,0,81,375,27,31,95,179,907,35,0,15,27,0,0,0,495.207,15.1,7.7,6.2,61.0,0.8441625641253084,0.9080620070995731
3,0.665042,686,0,81,375,27,31,95,179,907,35,0,15,27,0,0,0,495.207,11.925,7.9,7.325,67.75,0.8441625641253084,0.9080620070995731
4,0.7018,692,0,173,375,23,27,96,179,914,33,51,33,28,0,0,0,199.463,17.0,7.85,8.1,87.0,0.8718796089526268,1.0526765619213128
4,0.7018,692,0,173,375,23,27,96,179,914,33,51,33,28,0,0,0,199.463,16.5,7.8,7.7,81.0,0.8718796089526268,1.0526765619213128
1,0.167051,662,0,223,460,42,48,91,177,931,40,8,48,45,0,0,0,62.335,10.9,7.4,7.2,68.0,0.6336349435664709,0.6669841511226011
2,0.318907,663,0,184,424,62,67,93,178,906,37,80,29,21,0,0,0,23.051,14.25,7.75,8.15,82.5,0.6822073718839033,0.7215859565324283
3,0.369827,672,0,152,402,29,44,94,178,908,36,44,14,21,0,0,0,143.054,14.5,8.0,7.9,80.0,0.7888506799841021,0.8419879382743785
3,0.369827,672,0,152,402,29,44,94,178,908,36,44,14,21,0,0,0,143.054,16.45,7.9,8.0,84.5,0.7888506799841021,0.8419879382743785
3,0.369827,672,0,152,402,29,44,94,178,908,36,44,14,21,0,0,0,143.054,11.5,8.15,7.975,76.5,0.7888506799841021,0.8419879382743785
2,0.25904099999999997,653,0,187,445,37,51,92,176,913,39,39,40,34,0,0,0,56.672,11.475,7.75,7.35,69.75,0.8378150211161404,0.8751698309748216
2,0.25904099999999997,653,0,187,445,37,51,92,176,913,39,39,40,34,0,0,0,56.672,15.75,7.85,7.3,75.5,0.8378150211161404,0.8751698309748216
2,0.25904099999999997,653,0,187,445,37,51,92,176,913,39,39,40,34,0,0,0,56.672,16.35,8.0,8.25,87.0,0.8378150211161404,0.8751698309748216
1,0.224228,666,0,198,485,57,121,89,177,949,31,51,24,16,0,0,0,72.377,10.0,7.45,8.15,75.75,0.8940370407373952,1.1093063281960536
1,0.258807,689,0,223,500,69,133,88,178,981,30,84,18,18,0,0,0,96.62799999999999,9.875,7.4,8.625,81.25,0.9200621340661969,1.261600350499861
3,0.385469,692,0,77,352,17,7,96,180,898,30,31,37,25,0,0,0,116.428,12.455,7.8275,9.669583333330001,94.96666666670001,0.6584858303819333,0.8520899389625369
1,0.16483599999999998,709,0,466,836,176,227,69,171,1210,35,100,0,4,0,0,0,41.926,10.3428571429,7.139285714289999,9.68714285714,91.3142857143,0.5557142857142857,0.7200000000000001
3,0.552669,733,108,218,363,41,12,96,180,963,29,31,16,23,0,0,0,902.068,14.2833333333,7.466666666669999,6.766666666669999,64.3333333333,0.7555968306032523,1.0796498646485804
3,0.552669,733,108,218,363,41,12,96,180,963,29,31,16,23,0,0,0,902.068,14.333333333299999,7.45,7.833333333330001,78.5,0.7555968306032523,1.0796498646485804
3,0.552669,733,108,218,363,41,12,96,180,963,29,31,16,23,0,0,0,902.068,14.55,7.466666666669999,8.51666666667,83.5,0.7555968306032523,1.0796498646485804
2,0.414004,735,0,290,362,80,48,95,179,972,30,82,15,28,0,0,0,399.207,13.933333333299998,7.68333333333,8.916666666669999,90.0,0.6842026979096348,0.868983192411986
2,0.414004,735,0,290,362,80,48,95,179,972,30,82,15,28,0,0,0,399.207,14.4666666667,7.833333333330001,8.933333333330001,91.0,0.6842026979096348,0.868983192411986
2,0.572431,705,0,537,449,119,62,91,176,1074,29,81,2,33,0,0,0,19.843,11.4,7.45,11.75,111.75,0.8257084984895844,0.9219647627861497
2,0.564767,703,0,269,434,88,90,92,176,1067,29,62,3,38,0,0,0,20.407,11.775,7.9,11.45,109.0,0.8261595760645648,0.9234121423434557
2,0.564767,703,0,269,434,88,90,92,176,1067,29,62,3,38,0,0,0,20.407,13.9375,7.975,11.2625,113.0,0.8261595760645648,0.9234121423434557
2,0.24963400000000002,733,0,180,602,54,56,83,176,1146,30,41,7,29,0,0,0,17.250999999999998,11.5,7.85,10.9,104.25,0.7222722685568799,0.7844679361270557
2,0.24963400000000002,733,0,180,602,54,56,83,176,1146,30,41,7,29,0,0,0,17.250999999999998,11.95,8.05,10.725,103.75,0.7222722685568799,0.7844679361270557
3,0.45473,722,0,59,530,20,0,87,176,1116,29,0,1,36,0,0,0,19.065,12.675,8.15,11.75,114.5,0.776940925862528,0.8487390163186124
3,0.7208979999999999,697,0,294,399,73,260,94,176,1053,29,92,4,39,0,0,0,37.025999999999996,10.7,8.275,11.5,106.0,0.8947352567610307,0.9858529165181509
3,0.921508,695,0,256,320,137,10,98,177,1008,28,100,12,44,0,0,0,119.27600000000001,11.073333333299999,7.95151515152,11.2215151515,107.68787878799999,0.9305027201701641,1.031128563831963
1,0.14648699999999998,682,0,60,271,15,83,104,178,954,29,98,27,17,1,0,0,53.656000000000006,10.5285714286,7.889285714289999,9.63923076923,90.1846153846,0.5077656739934986,0.5287044646736427
2,0.42679399999999995,631,0,75,222,14,23,107,180,877,25,51,30,23,4,0,0,243.14,10.4857142857,7.33642857143,8.86357142857,83.1785714286,0.9307179671666352,0.9638434057225086
2,0.42679399999999995,631,0,75,222,14,23,107,180,877,25,51,30,23,4,0,0,243.14,10.984000000000002,7.716,10.3533333333,96.63,0.9307179671666352,0.9638434057225086
2,0.251436,589,0,122,246,30,12,105,178,902,26,3,40,35,1,0,0,31.823,11.0466666667,7.8075,10.0783333333,94.975,0.6379607021648496,0.6848895811087459
2,0.44691400000000003,766,0,244,522,86,218,89,176,1124,30,38,1,16,0,0,0,48.555,12.5,8.05,10.15,99.5,0.8191640099185263,0.8838796697457696
2,0.44691400000000003,766,0,244,522,86,218,89,176,1124,30,38,1,16,0,0,0,48.555,13.25,8.15,10.65,105.0,0.8191640099185263,0.8838796697457696
3,0.668253,815,0,320,447,77,50,95,177,1069,29,81,1,17,0,0,0,11.664000000000001,13.95,8.25,11.15,111.0,0.8901101376157121,1.0058785107772696
3,0.745134,810,0,256,389,82,39,98,178,1040,30,100,0,16,0,0,0,11.26,13.5,8.05,10.15,98.5,0.9055597571887263,1.016643712113186
2,0.313053,862,0,207,389,60,76,99,179,1003,25,61,10,14,1,0,0,68.57300000000001,10.3428571429,8.03571428571,9.49384615385,90.7307692308,0.9592839248620358,1.0560146923783285
2,0.313053,862,0,207,389,60,76,99,179,1003,25,61,10,14,1,0,0,68.57300000000001,11.98125,8.23125,10.69375,101.9375,0.9592839248620358,1.0560146923783285
2,0.46230699999999997,779,0,83,244,19,27,107,180,915,27,26,29,27,4,0,0,21.205,11.831388888900001,8.266388888889999,11.299166666700001,108.752777778,0.9393272524984193,1.0907763112106612
2,0.554892,703,0,27,216,7,12,108,179,886,26,15,37,20,4,0,0,48.015,11.964,8.297,10.617,101.54,0.8553025040582758,1.0111328625609668
2,0.44454099999999996,791,0,53,240,17,25,107,180,899,25,11,6,55,0,0,0,24.912,18.5,8.25,13.9,157.5,0.8552454140005395,0.9654735706496036
2,0.44454099999999996,791,0,53,240,17,25,107,180,899,25,11,6,55,0,0,0,24.912,15.4,8.175,12.475,135.25,0.8552454140005395,0.9654735706496036
2,0.513969,735,0,51,225,11,12,107,181,885,25,17,18,13,1,0,0,14.834000000000001,18.15,8.05,9.55,103.0,0.8556469258181413,0.9837467921300257
2,0.55677,690,0,67,224,14,12,108,181,877,24,45,17,11,2,0,0,44.727,15.225,8.05,10.475,108.25,0.8790643684542963,1.0406050228523198
2,0.610568,623,0,48,205,8,15,108,180,853,23,17,58,14,4,0,0,58.931999999999995,19.2,8.2,13.3,152.0,0.9033278509808369,1.0391263524711545
2,0.610568,623,0,48,205,8,15,108,180,853,23,17,58,14,4,0,0,58.931999999999995,20.3,8.35,14.1,165.5,0.9033278509808369,1.0391263524711545
2,0.610568,623,0,48,205,8,15,108,180,853,23,17,58,14,4,0,0,58.931999999999995,20.75,7.95,8.5,95.5,0.9033278509808369,1.0391263524711545
2,0.610568,623,0,48,205,8,15,108,180,853,23,17,58,14,4,0,0,58.931999999999995,14.5,8.13333333333,11.222222222200001,115.111111111,0.9033278509808369,1.0391263524711545
1,0.209842,810,0,98,261,25,30,106,180,919,26,4,23,43,1,0,0,35.973,14.0,7.74,8.72,87.0,0.9830919463528793,1.0648596321393997
1,0.209842,810,0,98,261,25,30,106,180,919,26,4,23,43,1,0,0,35.973,13.15,7.95,9.8,96.5,0.9830919463528793,1.0648596321393997
1,0.209842,810,0,98,261,25,30,106,180,919,26,4,23,43,1,0,0,35.973,14.25,7.8,8.45,84.5,0.9830919463528793,1.0648596321393997
1,0.209842,810,0,98,261,25,30,106,180,919,26,4,23,43,1,0,0,35.973,15.86,8.08,11.18,116.2,0.9830919463528793,1.0648596321393997
1,0.15069100000000002,899,0,188,507,68,328,93,178,1055,25,31,15,36,1,0,0,47.02,13.9,8.275,10.3,103.0,0.5413747092685409,0.5619704862515833
2,0.281111,871,0,161,312,42,102,103,180,953,25,6,30,41,1,0,0,81.402,12.9,8.15,9.95,97.5,0.7373913043478261,0.768695652173913
1,0.209842,810,0,98,261,25,30,106,180,919,26,4,23,43,1,0,0,35.973,12.515,7.95214285714,9.72142857143,93.57142857139999,0.9830919463528793,1.0648596321393997
1,0.167652,703,0,205,457,43,79,91,179,975,35,60,42,29,0,0,0,233.662,13.12,7.8,8.88,86.64,0.6162282589306319,0.7172697345852497
1,0.167652,703,0,205,457,43,79,91,179,975,35,60,42,29,0,0,0,233.662,15.433333333299998,8.0,7.35,73.0,0.6162282589306319,0.7172697345852497
2,0.33666999999999997,519,0,22,183,5,3,110,181,807,23,3,97,7,15,0,0,18.01,12.6166666667,7.841666666669999,9.500416666669999,92.0541666667,0.8181782274309768,0.9129740496436693
2,0.43420299999999995,1011,0,159,807,53,106,76,176,1231,33,0,2,11,0,0,0,25.156,15.4,8.1,10.15,105.0,0.82150569316239,0.916876339938203
1,0.15948800000000002,995,0,179,827,43,163,75,176,1245,33,23,3,10,0,0,0,11.526,14.8,7.9,11.6,119.0,0.4971459509278354,0.5243868249512785
3,0.653479,1020,0,121,737,58,23,80,177,1189,29,67,3,12,0,0,0,66.152,14.125,8.15,11.275,112.75,0.8597915189282735,0.9529356001455034
4,0.936011,1002,0,108,547,38,34,91,179,1082,27,25,3,28,0,0,0,276.80400000000003,9.7475,8.5625,9.5,89.45,1.0011260490609,1.1156595474651454
3,0.657209,888,0,417,353,130,59,102,180,947,24,69,6,35,0,0,0,40.439,11.357142857100001,8.10035714286,9.19,89.6076923077,0.8973697429886582,0.994419631415459
2,0.399556,820,0,179,282,54,71,106,181,899,22,38,6,46,0,0,0,252.657,13.075,8.425,9.45,92.5,0.8474492762191937,0.9262817670302815
1,0.178204,814,0,350,494,73,193,96,180,989,22,58,3,17,0,0,0,17.325,11.8,7.4,9.9,95.0,0.7458582148604416,0.7724960082483143
1,0.178204,814,0,350,494,73,193,96,180,989,22,58,3,17,0,0,0,17.325,12.65,7.55,8.9,88.5,0.7458582148604416,0.7724960082483143
1,0.15328,775,0,337,465,77,81,97,180,966,21,7,2,32,0,0,0,15.724,13.25,7.75,9.2,91.5,0.6850314081984165,0.7112527061198869
2,0.36383499999999996,814,0,356,418,64,0,99,181,953,22,5,2,39,0,0,0,19.755,16.1,7.85,7.1,78.5,0.774470047638063,0.8042789891956648
2,0.36383499999999996,814,0,356,418,64,0,99,181,953,22,5,2,39,0,0,0,19.755,17.05,7.85,7.6,81.5,0.774470047638063,0.8042789891956648
2,0.429967,804,0,104,375,32,7,102,181,929,22,0,2,39,0,0,0,18.85,18.6,7.9,7.6,85.0,0.8145191862179353,0.84611010488185
1,0.183174,848,0,312,484,93,115,96,180,987,22,88,0,38,0,0,0,15.083,16.15,7.9,8.5,89.5,0.8524003381305906,0.8895381121985206
2,0.49457799999999996,795,0,331,401,83,20,101,182,934,21,48,0,19,0,0,0,24.732,17.55,7.9,7.85,85.0,0.9036229792964529,0.9412503607136189
1,0.153282,840,0,307,469,66,145,97,181,974,21,75,2,30,0,0,0,17.817999999999998,13.75,8.0,9.0,92.0,0.5876378537009783,0.6139499964040072
2,0.49457799999999996,795,0,331,401,83,20,101,182,934,21,48,0,19,0,0,0,24.732,19.2,7.95,8.5,94.5,0.9036229792964529,0.9412503607136189
2,0.49457799999999996,795,0,331,401,83,20,101,182,934,21,48,0,19,0,0,0,24.732,12.2233333333,8.125,11.1758333333,107.95,0.9036229792964529,0.9412503607136189
2,0.49457799999999996,795,0,331,401,83,20,101,182,934,21,48,0,19,0,0,0,24.732,19.7,8.15,10.25,116.0,0.9036229792964529,0.9412503607136189
2,0.49457799999999996,795,0,331,401,83,20,101,182,934,21,48,0,19,0,0,0,24.732,21.0,7.9,8.4,98.0,0.9036229792964529,0.9412503607136189
2,0.295018,773,0,353,436,107,53,99,182,948,20,55,0,28,0,0,0,13.739,19.15,7.95,9.25,104.0,0.7708282803783653,0.8041777831675964
2,0.295018,773,0,353,436,107,53,99,182,948,20,55,0,28,0,0,0,13.739,17.2,8.0,8.95,97.0,0.7708282803783653,0.8041777831675964
